map	sentences	rate	ABC	P	Q	R	S
02.png	表参道駅前にある伊藤病院横のセブンイレブンから、駅前の道を通ってアニヴェルセルへ向かう中間地点	3.171428571	A	0	0	1	0
02.png	表参道駅近くのアニヴェルセルとセブンイレブンの間にあります。秋葉神社やONEのある通り沿いです。	3.228571429	A	0	0	0	1
02.png	セブンイレブンとアニヴェルセルに挟まれたところを目指してください	1.914285714	A	0	0	0	1
02.png	表参道駅にてオーク表参道を背にしてアニヴェルセルとセブンイレブンに挟まれている場所。	3	A	1	0	0	0
02.png	オーク表参道から見て広い通りを挟んだ向かい側であり、伊藤病院とアニヴェルセルの中間付近の場所。	3.228571429	A	0	1	0	0
02.png	秋葉神社・ONE・アニヴェルセルが並ぶ通りのアニヴェニセルとセブンイレブンの間	3.142857143	A	0	0	0	1
02.png	伊藤病院の側のセブンイレブンとアニヴェルセルの間にあって、表参道駅に面している所	3.028571429	A	0	0	0	1
02.png	オーク表参道がある方の表参道駅に対してアニヴェルセルとセブンイレブンの間の位置にいます。	3.371428571	A	0	1	0	0
02.png	オーク表参道から表参道駅がある通りを挟んで向かい側にあるセブンイレブンとアニヴェルセルの間にある場所	3.2	A	0	1	0	0
02.png	セブンイレブンとアニヴェルセルに挟まれた位置にあり、道を挟んだ向え側には、オーク表参道店がある。	3.057142857	A	1	0	0	0
02.png	アニヴェルセルとセブンイレブンの間、オーク表参道の向かい	3.371428571	A	0	0	0	1
02.png	●マークの後ろ（背中側）に表参道駅がある。##右側にアニヴェルセルがある。##左手側にセブンイレブンがある。##	2.8	A	1	0	0	0
02.png	みずほ銀行から表参道駅を見てオーク表参道とアニヴェルセルと伊藤病院の中心にある	2.142857143	A	0	1	0	0
02.png	表参道駅周辺にあるアニヴェルセルとセブンイレブンの間、オーク表参道の前の道路を挟んで向かい側	3.114285714	A	0	0	0	1
02.png	表参道駅近くのアニヴェルセルとセブンイレブンの間にあります。	3.085714286	A	0	0	0	1
02.png	表参道駅の方に歩いていくと、左手にみずほ銀行と秋葉神社が両サイドにある交差点に突き当たりますので、そこを左折してまっすぐ進んでいき、アニヴェルセルの一つ先の建物が目的地となります。向かい側にオーク表参道があるのですぐわかると思います。	2.742857143	A	0	0	1	0
02.png	表参道駅を背にして立つと右側にアニヴェルセル、左側にセブンイレブンがある位置	3.428571429	A	0	1	0	0
02.png	表参道駅を出てすぐのところで、伊藤病院とアニヴェルセルのあいだ。セブンイレブンのすぐ左側です。	3.314285714	A	0	1	0	0
02.png	表参道駅を秋葉神社のある方面に出ます。##駅に沿ってONEやアニヴェルセル側を歩きアニヴェルセルとセブンイレブンの中間になります。	3.457142857	A	0	0	1	0
02.png	表参道駅すぐ横にあるセブンイレブンで、周囲にアニヴェルセル、伊藤病院、オーク表参道、明治安田生命ビルが見える場所で、さきのセブンイレブンとアニヴェルセル寄りの道の真中	2.742857143	A	0	0	0	1
02.png	表参道駅上の道路の伊藤病院と秋葉神社のある側で、セブンイレブンとアニヴェルセルの間が目的の場所●です。	3.371428571	A	0	0	0	1
02.png	広い道路を挟んでオーク表参道の向かい側で、セブンイレブンとアニヴェルセルの間にいます。	3.2	A	1	0	0	0
02.png	表参道駅を背にして善光寺を見たときにアニヴェルセルとセブンイレブンの間にある建物	3.2	A	0	1	0	0
02.png	表参道駅を出て秋葉神社と同じブロックにある伊藤病院の間に挟まれたセブンイレブンの、駅を背にして右どなり	2.742857143	A	0	1	0	1
02.png	セブンイレブンとアニヴェルセルに挟まれた同じ並びにあり、道を挟んでオーク表参道の正面に位置します。	3.314285714	A	1	0	0	0
02.png	大通りを挟んでオーク表参道の向かいである。	2.285714286	A	1	1	0	0
02.png	表参道駅を介してオーク表参道の丁度真向かいになります。つまりオーク表参道とは丁度反対側になります。##また細い通りを介して伊藤病院とは真向かいのコンビニの隣になります。更にアニヴェルというビルの隣にもなります。##	3.057142857	A	0	1	0	0
02.png	道路の方を向いて左隣にアニヴェルセル、右隣にセブンイレブンがあり、表参道駅を含む広い道路を挟んで反対側にオーク表参道がある場所	3.085714286	A	1	0	0	0
02.png	オーク表参道の前の通りを渡って、アニヴェセルとセブンイレブンの間にあります	3.371428571	A	0	0	1	0
02.png	オーク表参道に近いほうの表参道駅を背にして、セブンイレブンの前方向	2.571428571	A	0	1	0	0
02.png	伊藤病院とオーク表参道の間にある、表参道駅の向かいにあって、アニヴェルセルの伊藤病院側の隣	2.857142857	A	0	0	0	1
02.png	表参道駅上の大通り、道路を挟んだ向かいにオーク表参道を見て左手にアニヴェルセル、右手にセブンイレブン、その間に丸印がある。	3.057142857	A	1	0	0	0
02.png	ONE通りすぎて、アニヴェルセルを右手に見ながら通り沿いに進み、セブンイレブンの手前。車道を挟んだ向かいにオーク表参道が見える。	2.8	A	0	0	1	0
02.png	道を挟んで正面にオーク表参道、左手にアニヴェルセル、右手にセブンイレブンがある場所。	3.114285714	A	1	0	0	0
02.png	表参道駅そばの伊藤病院から秋葉神社方面を見て、アニヴェルセルの手前	3.142857143	A	0	1	0	0
21.png	上野動物園表門から上野駅方面に向かって広場を抜けてから東京文化会館を過ぎたトイレの向かい側	3	A	0	0	1	0
21.png	東京文化会館と駅の間、東部公園緑地事務所側のWC前の道、向かって駅の右側の緑地。	3.142857143	A	0	1	0	0
21.png	上野公園側に駅を出て、東京文化会館の建物を左手に見る位置です。右にトイレがあり、そこからまっすぐ進むと上野公園の噴水広場にでます。	3.257142857	A	0	1	0	0
21.png	東京文化会館と国立西洋美術館の間の道路を駅の方向に進み突き当り、トイレのある所の対面の場所。	3.142857143	A	0	0	1	0
21.png	東京文化会館と電車の線路に挟まれた場所です。	2.342857143	A	0	0	0	1
21.png	東京文化会館の敷地内の東部公園緑地事務所側と駅の近くの隅	2.428571429	A	0	0	0	1
21.png	東京文化会館と上野駅の間でトイレの正面	2.628571429	A	0	1	0	0
21.png	東京文化会館と上野駅に挟まれた場所で、道路を挟んで目の前にWCがある場所	3.428571429	A	1	0	0	0
21.png	右手にWCがあり、左斜め前に東京文化会館があり、後ろには駅がある場所	3.114285714	A	1	0	0	0
21.png	上野駅の不忍の池側東京文化会館と国西洋美術館の間の道路を上野駅に向かって進んで、突き当りりのトイレの向かい側が●です。	3.142857143	A	0	0	1	0
21.png	東京文化会館を背にして、東部公園緑地事務所側を見て、右手にある公衆トイレの向かいが目的地。	3.285714286	A	0	1	0	0
21.png	場所は、駅の不忍池側で、東京文化会館が目の前で、WCも近くにあります。通り沿いには日本芸術院会館や上野の森美術館もあります。	2.485714286	A	1	0	0	0
21.png	東京文化会館と東部公園緑地事務所の間にある道を駅方向に進んだ先の左手にWCがある地点の右側	3.542857143	A	0	0	1	0
21.png	上野公園隣の東京文化会館と国立西洋美術館の間の道を駅方面に歩き、駅手前の右の角が目的地。	2.971428571	A	0	0	1	0
21.png	駅の東部公園側出口を背にして、東部文化会館の手前右角が目的地。	2.771428571	A	0	1	0	0
21.png	後ろ側に駅がある。斜め左前側に東京文化会館がある。右側にはWC（トイレ）がある。	3.142857143	A	1	0	0	0
21.png	上野駅の駅前にあるのですが、まず東京文化会館の方へ向かってください。国立西洋美術館や東部公園緑地事務所の入り口にWCがあり、その通路を隔てて東京文化会館の手前の角が目的地です。	3.457142857	A	0	0	1	0
21.png	東京文化会館東部公園緑地事務的の間、トイレの道路を挟んだ向かい側に丸印の場所がある	3.2	A	0	0	0	1
21.png	駅正面にある東京文化会館の手前右側角の地点。道を挟んだ正面にトイレがあります。	3.542857143	A	0	1	0	0
21.png	私はJR上野駅の上の公園口を出てすぐの公衆トイレ前にいます。目の前の通りを渡ってすぐが目的地●印のところです。	2.885714286	A	1	0	1	0
21.png	東京文化会館の上野駅側の角。国立西洋美術館敷地と接する。	2.228571429	A	0	0	0	1
21.png	駅を見て立つと背中側に東京文化会館が見えます。左手側にはトイレがありその後ろ側には東部公園緑地事務所が見えます。右手側には日本芸術院会館が見えています。	3.2	A	1	0	0	0
21.png	上野公園の噴水から東京文化会館の方面へ、東京文化会館を右に見ながら路地を進むと突き当たりの左にあるトイレの向かい側。	3.257142857	A	0	0	1	0
21.png	上野駅を出ると東京文化会館があるのでやや右側のトイレ前にあります。	2.714285714	A	0	1	0	0
21.png	この場所は、東京文化会館の角にありますが、正岡子規記念球場とは反対側になり、更に東部公園緑地事務所やその近隣のトイレのほぼ向かい側になります。	3.485714286	A	0	0	0	1
21.png	上野恩赦公園を背にして東京文化会館を右手に見ながら駅を目指して突き当たった所	2.571428571	A	0	0	1	0
21.png	パンダ橋から東京文化会館と線路間の道路を上野の森美術館背にして進むとトイレがあるのでその前にある。	2.742857143	A	0	0	1	0
21.png	東京文化会館の真横、国立西洋美術館側。駅降りてすぐの場所。	2.685714286	A	0	0	0	1
21.png	正面にはWCがあり、左方向へ行くと突き当たりには別のWCがあり、そこを左へ進むと左側に東京文化会館があります。	2.342857143	A	1	0	0	0
21.png	国立西洋美術館が右手になる道を真っすぐ進むと右手にトイレ、左手に東京文化会館があります。東京文化会館手前の道を左にまがりしばらく進むと左手にトイレがあり、そのトイレの反対の右側になります。	2.742857143	A	0	0	1	0
21.png	駅を東京文化会館のある方に出て、駅を背中にして東京文化会館に向かう道の角にある。	2.657142857	A	0	0	1	0
21.png	東京文化会館と東部公園緑地事務所の間の通り、線路側の公衆トイレの東京会館側。	3.257142857	A	0	0	0	1
21.png	駅前の東京文化会館と東都公園緑地事務所の間にあるWC（トイレ）の前	3	A	0	1	0	0
21.png	東京文化会館を右手に見ながら、駅に向かって直進した突き当りの角。	3.142857143	A	0	0	1	0
21.png	目的の場所は上野駅の不忍池が歯に出たところにある東京文化会館の角にある、公衆トイレの前になります。	2.571428571	A	0	0	0	1
21.png	上野動物園の表門から東京文化会館まで向かいます。##右手に東京文化会館、左手に東部公園緑地事務所の間にある車が入れない道路を駅に向かって進みます。##駅に入る前の左側にトイレがある場所の右側が目的地付近です。	3.057142857	A	0	0	1	0
21.png	東京文化会館とトイレ・東部公園緑地事務所の道路の間にあります。駅のすぐ近くです。	3.057142857	A	0	0	0	1
21.png	東京文化会館の角であって鉄道に面しており、鉄道に向かって左側にWCがある場所	3.028571429	A	1	0	0	0
21.png	国立西洋美術館と上野恩賜公園の間の道を西洋美術館を左側に見て、前に進み東京文化会館手前の交差点を左折した先の右側	2.885714286	A	0	0	1	0
21.png	東京文化会館から駅に向かい、前にWCがある位置です。	2.542857143	A	0	0	1	0
20.png	光が丘第四保育園の団地側の角	1.657142857	A	0	0	0	1
20.png	光が丘春の風小学校から緑風公園に向かう道の曲がり角から一本、光が丘第四側に入った道の合流部分	2.428571429	A	0	1	0	0
20.png	光が丘第２中を左手背にして緑風公園へ向かう道筋の左カーブの所。	2.571428571	A	0	1	0	0
20.png	光が丘駅からダイソーを左手に見て一つ目の交差点を左折して直進すると左手に区民館があります。それを越えて緑風公園も超えて少し行ったら３差路があり３差路の右手側です。後ろ側にに光が丘第４が見えています	3.114285714	A	0	0	1	0
20.png	光が丘二中を左手に、夏の雲公園を右手に見ながら道を前進し、左に曲がるカーブに差し掛かった左手の地点。	2.971428571	A	0	0	1	0
20.png	光が丘ニ中から光が丘春の風小学校を過ぎた左カーブを曲がり切った左側です	2.971428571	A	0	0	1	0
20.png	光が丘二中を左に見ながら、道を直進して##光が丘第四を過ぎたところを左	2.085714286	A	0	0	1	0
20.png	光が丘春の風小と光が丘第三の間の道を、光が丘第四の方に進んだ、緑風公園の手前のT字路の所	2.771428571	A	0	0	1	0
20.png	この場所は、緑風公園と光が丘第四の丁度中間くらいの位置にあります。光が丘第四から緑風公園を見たとき、すぐそばを通る大きな道路が左斜め前方に曲がっていく丁度角にあります。	2.742857143	A	0	1	0	1
20.png	すぐ近くに光が丘第4保育園があり右には緑風公園と区民館がある。左には光が丘第5保育園がある。	1.714285714	A	1	0	0	0
20.png	光が丘二中と夏の雲公園の間の道を進み光が丘第四と緑風公園の間にある場所	2.8	A	0	0	1	0
20.png	四季の香ローズガーデンを背にしてあかねの森とパークタウン四季の香の間から区民館を前方に進み緑風公園を通り光が丘第四の手前に位置しています	2.514285714	A	0	0	1	0
20.png	光が丘駅よりダイソーの前の道路をダイソーを背中に進む。一つ目の角を区民会館側に曲がり区民会館、緑風公園を通りすぎた所。	2.628571429	A	0	0	1	0
20.png	光が丘第4を後ろにして立ち、右側は大きな通りで、立ち位置の前で左にカーブしている場所	2.428571429	A	1	0	0	0
20.png	光が丘駅から見て角に区民館のある交差点を左手に曲がり直進。道路左手の小道2本目の所の道路向かいの場所です。	3.028571429	A	0	0	1	0
20.png	後ろに光が丘第四があり、正面に緑風公園があり、光が丘第三と光が丘第五の間の通りを緑風公園に向かって行き、左に曲がるところの場所。	2.342857143	A	1	0	1	0
20.png	光が丘二中を左に見ながら、光が丘春の風小の方向へ進み、その道から、光が丘春の風小の敷地の終点で左折します。左折してすぐ、右に入る路地があるのでそこに入り、道なりに進んで、左に少し曲がった地点、左手からの路地との合流するポイントです。	2.457142857	A	0	0	1	0
20.png	光が丘駅の線路がないほうの道にある歩道橋に上って最初の分岐を左に曲がり道なりに進む。歩道橋を降りたら歩道の最初の交差路を左に進み、二股で別れる場所の手前が目的地です	3.057142857	A	0	0	1	0
20.png	区民館を左手に見て緑風公園方向へ歩き緑風公園を左手に見て通り過ぎ光が丘第四に面した一画に丸印の場所はある	2.771428571	A	0	0	1	0
20.png	緑風公園を背にして左手にあり、光が丘第四の一部になります	1.628571429	A	0	1	0	0
20.png	光が丘第四保育園を左側に見て直進しすぐ先のカーブの手前側に目的の場所があります。	2.6	A	0	0	1	0
20.png	区民館前の道を緑風公園方向へ進み、最初に右折できる小道に入り、さらにすぐに右折して進んだ先での小道との合流地点	2.114285714	A	0	0	1	0
20.png	緑風公園と光が丘第四保育園の中間地点あたりで、通りの保育園側である。	2.4	A	0	0	0	1
20.png	光が丘第四団地と光が丘団地の間にある道路の光が丘第四団地側のところ。	2.057142857	A	0	0	0	1
20.png	光が丘駅の自転車駐輪所を突っ切り、ダイソーアコレを通り過ぎてしばらく歩いていくと、左折路に入る道があるのでそこを曲がります。左手にある区民間や緑風公園を通り過ぎるとクネっと道が曲がるので、その曲がり角が目的地となります。	2.228571429	A	0	0	1	0
20.png	光が丘駅を出て区民館の方に進み、区民館の角を左折し、左カーブの右手の場所	2.485714286	A	0	0	1	0
20.png	光が丘二中から春の風小を通り過ぎて道が左へカーブする入口のところ。	3.057142857	A	0	0	1	0
20.png	光ヶ丘団地の隣、光が丘第四保育園内、緑風公園の近くの曲がり角の所。	2.485714286	A	0	0	0	1
20.png	サンドラックからセブンイレブンと夏の雲公園の間の道をそちらの方面に向かって歩きます。##公園を超えた所にある通りを右に曲がり、左手に中学校と小学校を超えたところの道なりに左曲がりなる場所の道路の左側が目的地です。	2.371428571	A	0	0	1	0
20.png	目の前が光が丘第四です。右側に道路を挟んで緑風公園があります。左側の少し離れたところに光が丘第五と光が丘春の風小があります。	2.228571429	A	1	0	0	0
20.png	光が丘駅を背にして、ダイソー側を向き、光が丘第四学校の方面に位置する。	1.771428571	A	0	1	0	0
20.png	光ヶ丘団地内の、光ヶ丘第4小学校と緑風公園のあいだ位の位置。	2.685714286	A	0	0	0	1
20.png	光が丘駅のダイソー側を次の交差点まで進み区民館の角を左に曲がり進むと反対側に光が丘第四が見えますので、そこが目指す場所です	2.828571429	A	0	0	1	0
20.png	光が丘駅からダイソー通り過ぎ一つ目の交差点を区民間のほうに曲がり、光が丘第四の手前が目的地です。	3.142857143	A	0	0	1	0
20.png	緑風公園と光が丘第四学校との間に位置し、かつ、道路が曲がった部分の内側に位置する場所	2.6	A	0	0	0	1
20.png	緑風公園と光が丘第四の中央あたりであり、光が丘第四側の区画内のカーブしている場所。	2.2	A	0	0	0	1
20.png	大通りを直進して、緑風公園と光が丘第4小学校の向かい側に所在する	1.942857143	A	0	0	1	0
20.png	光が丘第二中学校と夏の雲公演の間の道を進み、光が丘春の風小学校を左に見ながら進み道なりカーブしているところです。	3.285714286	A	0	0	1	0
20.png	光が丘2中と夏の雲公園の間の道の左側を緑風公園方向に進みます。最初の緩やかな左カーブの頂点の左側が●です。	3.371428571	A	0	0	1	0
20.png	右前方に光が丘第四を眺め、大きな道を挟んで後方やや右に緑風公園を眺める細い道の上にある場所。	2.371428571	A	1	0	0	0
03.png	竹下通り沿いの新宿アルタちかくの角	1.428571429	A	0	0	0	1
03.png	十字路の一角であって、十字路を挟んで反対側にマツモトキヨシがある場所	2.828571429	A	1	0	0	0
03.png	竹下通りの交差点にあり、道の向かい側にマツモトキヨシの店舗があります。	2.771428571	A	1	0	0	0
03.png	マツモトキヨシのはす向かい##ジーンズメイトを出て左に歩いた交差点のところ##	2.828571429	A	0	0	1	1
03.png	駅からマクドナルドのある竹下通りを進み、右に原宿アルタ、左にジーンズメイトをまっすぐ進みます。##その先に右奥にマツモトキヨシが見える交差点があるのでその交差点の左手前が目的地になります。	3.514285714	A	0	0	1	0
03.png	マツモトキヨシがある十字路の道路を挟んだ真向かい。同じ並びにジーンズメイトがある場所	3.314285714	A	0	1	0	0
03.png	東郷神社を背にし、竹下通りのジーンズメイトがある方の道で、マツモトキヨシの対面の位置に位置する。	3.171428571	A	0	1	0	0
03.png	竹下通りにあるジーンズメイトからセブンイレブン方向にある交差点の角です。	2.828571429	A	0	1	0	0
03.png	竹下通りを駅から歩いてまっすぐき、始めの十字路にマツモトキヨシガあるので、そのはす向かい	3.257142857	A	0	0	1	0
03.png	竹下通り進行方向左側にマックさらに右側に原宿アルタのある道を進み、最初の十字路にあります。	2.828571429	A	0	0	1	0
03.png	竹下通り沿いの交差点にあり、その対角線の位置にはマツモトキヨシがある。また同じ通り沿い近くにジーンズメイトがある。	3.057142857	A	0	0	0	1
03.png	ルボンデがある方面から竹下通りを通り、マクドナルド前を過ぎ、その後ジーンズメイトを過ぎ最初の十字路の手前にあたる角。マツモトキヨシの斜め向かい。	3.514285714	A	0	0	1	0
03.png	ジーンズメイト、原宿アルタのある通りをマツモトキヨシのある方向に移動したときの交差点の左手。前方にセブンイレブンがある。	2.828571429	A	0	0	1	0
03.png	駅から竹下通りを東郷神社方面に向かって進んで、ジーンズメイトを通り過ぎた最初の交差点の角。斜向かいにマツモトキヨシがあります。	3.285714286	A	0	0	1	0
03.png	すぐ近くにマツモトキヨシ、ジーンズメイト、原宿アルタがある。	2.171428571	A	1	0	0	0
03.png	竹下通りの交差点でマツモトキヨシの斜め向かい側で、東郷道を挟んだ位置。	2.628571429	A	1	0	0	0
03.png	マツモトキヨシがある交差点のマツモトキヨシから見てちょうど対角線上にある交差点を挟んだ位置	3.314285714	A	0	1	0	0
03.png	駅から竹下通りを歩き、十字路まで来たら左手が目的地、斜向かいにマモトキヨシがある。	3.314285714	A	0	0	1	0
03.png	竹下通りのジーンズメイトとセブンイレブンの間、マツモトキヨシの斜向かい##原宿アルタの竹下通り側から見て右手方向##	3.171428571	A	0	1	0	1
03.png	マツモトキヨシのある交差点を挟んだ反対側	2.514285714	A	0	0	0	1
03.png	竹下通りを原宿アルタを右に見て東郷神社方面に進みマツモトキヨシと東郷神社のある交差点でマツモトキヨシの対面側	3.428571429	A	0	0	1	0
03.png	目の前に十字路がある。通りの名前は竹下通り。斜め向かいにマツモトキヨシがある。	2.828571429	A	1	0	0	0
03.png	竹下通り沿いにある新宿アルタを右手にして前に進んですぐの交差点にあるマツモトキヨシの対角線上反対にある角のところ。新宿アルタの反対の左手側にある。	3.228571429	A	0	0	1	0
03.png	新宿駅から竹下通りを歩いた時に、真向いにマツモトキヨシがあるところが目的地の丸印となっています。	2.742857143	A	0	0	1	0
03.png	●は、竹下通りを、原宿アルタを通り東郷神社の方に向かい、ジーンズメイトの次の四つ角で、マツモトキヨシの反対側の角にあります。	3.028571429	A	0	0	1	0
03.png	竹下通り沿いにあって原宿アルタの向かいの建物にあり交差点を挟んでマツモトキヨシが見える。	2.971428571	A	1	0	0	1
03.png	原宿の竹下通りにあるマクドナルドを大きな公園に向かって進むと、アルタとジーンズメイトが見えてくるので、そのまま進むと交差点に突き当たります。	2.485714286	A	0	0	1	0
03.png	ゼンモールとソラドの間から、マツモトキヨシのほうを交差点見てジーンズメイト側。	2.714285714	A	0	1	0	0
03.png	セブンイレブンを出て、マツモトキヨシがある交差点に向かい、マツモトキヨシから交差点を対角に挟んだ場所。	3.371428571	A	0	0	1	0
03.png	ジーンズメイト、セブンイレブン、マツモトキヨシ、原宿アルタ近くの交差点のジーンズメイト側の位置。	2.857142857	A	0	0	0	1
03.png	マクドナルドから竹下通りへ出てジーンズメイトの方角の左側	2.171428571	A	0	0	1	0
03.png	向かい側にマツモトキヨシがあり、右手側にジーンズメイトがあり、十字路の角4つの中ででジーンズメイトがある十字路の角の場所。	2.628571429	A	1	0	0	0
03.png	竹下通りの東郷十字路十字路地点。角の反対側にはマツモトキヨシがある。	2.685714286	A	0	0	0	1
03.png	ルポンテを右側に見て、前方右側の原宿アルタ先の交差点の手前左側	2.857142857	A	0	1	0	0
03.png	東郷神社の敷地の向かいにマツモトキヨシがある交差点。その交差点のマツモトキヨシの斜め向かいです	3.228571429	A	0	0	0	1
03.png	駅を背にして竹下通りを直進。右手にある原宿アルタを過ぎてすぐの交差点左手前角。	2.828571429	A	0	0	1	0
03.png	駅から竹下通りを進んでいき、ジーンズメイトを越え、マツモトキヨシのある交差点で、マツモトキヨシと斜向かいになる位置である。	3.457142857	A	0	0	1	0
03.png	竹下通り沿いにあり、原宿アルタが斜め向かいにあります。ジーンズメイトの隣の角にあるのが目的地です。	2.514285714	A	0	0	0	1
03.png	原宿駅を降りると右手にルボンテがあるので真っ直ぐ進むと原宿アルタを超えてジーンズメイト交差点にあります。	2.828571429	A	0	0	1	0
03.png	交差点を挟んで、マツモトキヨシの斜め向かいに位置する。セブンイレブンとジーンズメイトと同じ並び、かつ、同じ側に存在し、かつ、その中間に位置する。通りを加算で、右側に原宿アルタが、左側にキュートキューブが見える。	2.971428571	A	1	0	0	0
04.png	代々木公園の中央広場の、大きな噴水のある池をめざして進み、池の近くまで来たら右に曲がって進みます。噴水のある池が左手に見える道の途中です。	2.657142857	A	0	0	1	0
04.png	大きな噴水のある池を正面にし、左手のWCから2本目の道と3本目の道の中間点の場所。	2.714285714	A	0	1	0	0
04.png	代々木公園の中央広場の道そばで大きな池の近くでおおよそ同じ距離に3つのＷＣがある。	1.6	A	1	0	0	0
04.png	大きな噴水のある池の近くのWCから池を左に見ながら進んだ先	2.342857143	A	0	0	1	0
04.png	代々木公園中央広場の大きな噴水のある池から2本の道が出ている角にあるトイレを右手に見ながら2本の道をまたいで左方向に進むと、道路の左側に●があります。	2.685714286	A	0	0	1	0
04.png	代々木公園の中央広場の「大きな噴水のある池」の際にある道を左手に池を見ながら進み、トイレを超えてしばらく歩いた先の左手にある場所。	2.8	A	0	0	1	0
04.png	大きな噴水のある池の近くにあります。四つあるトイレの中心あたりにあります。	2.028571429	A	0	0	0	1
04.png	代々木公園内の大きな噴水のある池のすぐ近くにあるトイレを左手に見てしばらく歩いた場所	2.542857143	A	0	0	1	0
04.png	大きな噴水のある池のそばにある道から一番近いWCを背にして前方向にあります。	2.6	A	0	1	0	0
04.png	大きな噴水のある池の出入り口のトイレのある方向と逆の道に沿って進んでいくと左側にあるポイント	2.714285714	A	0	0	1	0
04.png	代々木公園の中央広場脇にある大きな噴水のある池の近くである。大きな噴水のある池を目の前にし、その奥に中央広場がある状況でやや右手である。	2.428571429	A	0	1	0	1
04.png	代々木公園中央広場の大きな噴水のある池に最も近いトイレから出て、前の道を池を左手にまっすぐ歩いてくると、左手にみえます。	3.371428571	A	0	0	1	0
04.png	大きな噴水のある池を左手に見ながら進み十字路に出る少し手前の左側	2.428571429	A	0	0	1	0
04.png	大きな噴水のある池を前方に見て前に進み、池の手前のWCを左側に見て右折して、道なりの左側	2.771428571	A	0	0	1	0
04.png	代々木公園の大きな噴水のある池のほとりのトイレから池を左に見ながら進むと左手##池を右に見ながら進むと右手##	2.371428571	A	0	0	1	0
04.png	代々木公園の中央広場の大きな噴水のある池のトイレの横の道を池を左手に見ながら進んで行った左側	2.771428571	A	0	0	1	0
04.png	代々木公園内の大きな噴水のある池を背にして近いところにあるトイレを右手に。##その池に沿った道をトイレとは反対方向に向かって歩き、池入口と分岐が出てくるまでの中間くらいの左手側が目的地になります。	3.114285714	A	0	0	1	0
04.png	大きな噴水のある池に一番近いトイレから池を左手に見ながらすすんだ左側	3.085714286	A	0	0	1	0
04.png	大きな噴水のある池の交差点と大きな噴水のある池から道に出て左に曲がって進んだ先にある交差点の中央	2.542857143	A	0	0	1	0
04.png	大きな噴水のある公園の池に近いトイレから外周の道を別の池に向かって歩いた先。	2.428571429	A	0	0	1	0
04.png	大きな樹木のある池は代々木公園にあり遊歩道の近く	1.142857143	A	0	0	0	1
04.png	代々木公園の中央広場にある大きな噴水池を左手すぐの角にあるトイレを左手にした時に交差した道を二つ超えて進む。次の交差する道までの中央辺りです。	2.771428571	A	0	0	1	0
04.png	代々木公園の中央広場の大きな噴水のある池を向いて立ってやや広い道のトイレから少し離れた場所に位置している。	2.2	A	0	1	0	0
04.png	大きな噴水のある池の最も近いWCの近く、大きな噴水のある池の最も近いWC近く	1.714285714	A	0	0	0	1
04.png	大きな噴水のある池の近くにトイレがあるので##湖に向かって右側を歩いていくと##左側にあります。	2.485714286	A	0	0	1	0
04.png	大きな噴水がある池への入り口にあるトイレの場所からもうひとつの湖の方角へ向かう途中です。	2.2	A	0	0	1	0
04.png	代々木公園の池の近く	0.714285714	A	0	0	0	1
04.png	代々木公園の大きな噴水のある池近くのトイレがある道から2又分岐のほうへいく	1.885714286	A	0	0	1	0
04.png	代々木公園の中央広場内であり、左側に大きな噴水のある池が見えます	1.885714286	A	1	0	0	0
04.png	大きな噴水のある池の周りをぐるぐる回っていると、すぐ近くにひとつのWCが見えます。このWCと向かい合わせになっている道はふたつあり、そのうちのひとつの、太めの道に立ちます。そして十字路がふたつ連続する方向へ進んでいってください。ふたつめの十字路を通り過ぎ、なお直進していくと、やがて左側に赤丸印の地点が見えてきます。	2.628571429	A	0	0	1	0
04.png	代々木公園の中央広場にある大きな噴水のある池のそばのトイレに向かっていく真っすぐな道を池の手前で右に曲がって進んだ次の道が交わる途中の左側	2.857142857	A	0	0	1	0
04.png	大きな噴水のある池を背にして、左右に走る道路を左に直進し、次の交差点までの中間位置の左側	2.8	A	0	0	1	0
04.png	大きな噴水のある池が右前方にあり、前方と左右後方のＷＣを線で結ぶと三角に近い形に位置するＷＣのほぼ真ん中に近い位置に丸印の地点はあります。	2.6	A	1	0	0	1
04.png	中央広場の大きな噴水のある池の前の通りで、右側にある池に向かって少し進んだ所	2.457142857	A	0	0	1	0
04.png	大きな噴水のある池の前の道をWCとは反対方面に進み、通りに交わるまでの所。	2.285714286	A	0	0	1	0
04.png	代々木公園の中央広場で、大きな噴水の見える池を前に右に少し進んだ左側にある地点。	2.485714286	A	0	0	1	0
04.png	近くに大きな噴水がある池がありまわりを緑に囲まれている広い場所	1.714285714	A	1	0	0	0
04.png	代々木公園の中央広場の大きな噴水のある池からそばのトイレのある通りを左に曲がり道沿いに進んだところ	2.771428571	A	0	0	1	0
04.png	代々木公園中央広場の大きな噴水のある池手前のトイレ近くに、すぐに十字路が二重に続くところがあり、手前で無い側の十字路を池が見える又は、池に沿った道をそのまま進み、次の十字路が見えるまでのちょうど間の地点	2.8	A	0	0	1	0
04.png	噴水のある大きな池に一番近いｗｃを正面に見て右方向に進み、突き当りとの丁度中間地点	2.828571429	A	0	0	1	0
05.png	南砂第三保育園と南砂中学校の間の通路を進み、区立みどり幼稚園側を沿って、通路が終わる地点	3.457142857	A	0	0	1	0
05.png	南砂中とみどり幼稚園と南砂歯科の間にあるところにまっています	2.057142857	A	0	0	0	1
